date,shift_type,day_type,actual_sales,target_labour_pct,actual_labour_pct,target_labour_cost,actual_labour_cost,labour_variance,scheduled_staff,actual_staff,labour_hours,is_holiday
2024-03-12,Early Breakfast,Weekday,1157.56,0.23,0.2347,266.24,271.68,5.44,4,4,16,False
2024-03-12,Late Breakfast,Weekday,1155.14,0.23,0.2107,265.68,243.39,-22.29,4,3,12,False
2024-03-12,Lunch,Weekday,1253.96,0.23,0.2191,288.41,274.74,-13.67,4,4,16,False
2024-03-12,Afternoon,Weekday,1042.77,0.23,0.2336,239.84,243.59,3.75,3,3,12,False
2024-03-12,Dinner,Weekday,1349.4,0.23,0.2409,310.36,325.07,14.71,4,5,20,False
2024-03-12,Late Night,Weekday,872.44,0.23,0.2484,200.66,216.71,16.05,3,3,12,False
2024-03-12,Overnight,Weekday,745.72,0.23,0.2128,171.52,158.69,-12.83,2,2,8,False
2024-03-13,Opening,Weekday,273.71,0.23,0.2331,62.95,63.8,0.85,1,1,4,False
2024-03-13,Early Breakfast,Weekday,1280.88,0.23,0.2429,294.6,311.13,16.53,4,4,16,False
2024-03-13,Late Breakfast,Weekday,1180.38,0.23,0.2144,271.49,253.07,-18.42,4,4,16,False
2024-03-13,Lunch,Weekday,1349.78,0.23,0.2393,310.45,323.0,12.55,4,5,20,False
2024-03-13,Afternoon,Weekday,1024.49,0.23,0.214,235.63,219.24,-16.39,3,3,12,False
2024-03-13,Dinner,Weekday,1257.5,0.23,0.2224,289.23,279.67,-9.56,4,4,16,False
2024-03-13,Late Night,Weekday,1065.36,0.23,0.2235,245.03,238.11,-6.92,4,3,12,False
2024-03-13,Overnight,Weekday,771.52,0.23,0.2431,177.45,187.56,10.11,3,3,12,False
2024-03-14,Opening,Weekday,252.46,0.23,0.2272,58.07,57.36,-0.71,1,1,4,False
2024-03-14,Early Breakfast,Weekday,1156.16,0.23,0.2246,265.92,259.67,-6.25,4,4,16,False
2024-03-14,Late Breakfast,Weekday,1164.69,0.23,0.2385,267.88,277.78,9.9,4,4,16,False
2024-03-14,Lunch,Weekday,1319.51,0.23,0.2308,303.49,304.54,1.05,4,4,16,False
2024-03-14,Afternoon,Weekday,1025.77,0.23,0.2179,235.93,223.52,-12.41,3,3,12,False
2024-03-14,Dinner,Weekday,1216.33,0.23,0.2414,279.76,293.62,13.86,4,4,16,False
2024-03-14,Late Night,Weekday,880.11,0.23,0.2336,202.43,205.59,3.16,3,3,12,False
2024-03-14,Overnight,Weekday,816.07,0.23,0.2253,187.7,183.86,-3.84,3,3,12,False
2024-03-15,Opening,Friday,319.92,0.23,0.1975,73.58,63.18,-10.4,1,1,4,False
2024-03-15,Early Breakfast,Friday,1500.33,0.23,0.2114,345.08,317.17,-27.91,5,5,20,False
2024-03-15,Late Breakfast,Friday,1544.5,0.23,0.2271,355.24,350.76,-4.48,5,5,20,False
2024-03-15,Lunch,Friday,1920.04,0.23,0.2037,441.61,391.11,-50.5,6,6,24,False
2024-03-15,Afternoon,Friday,1718.48,0.23,0.2245,395.25,385.8,-9.45,6,6,24,False
2024-03-15,Dinner,Friday,2126.01,0.23,0.2142,488.98,455.39,-33.59,7,7,28,False
2024-03-15,Late Night,Friday,1388.91,0.23,0.2105,319.45,292.37,-27.08,5,4,16,False
2024-03-15,Overnight,Friday,1080.08,0.23,0.2153,248.42,232.54,-15.88,4,3,12,False
2024-03-16,Opening,Weekend,343.68,0.23,0.2169,79.05,74.54,-4.51,1,1,4,False
2024-03-16,Early Breakfast,Weekend,1479.83,0.23,0.2272,340.36,336.22,-4.14,5,5,20,False
2024-03-16,Late Breakfast,Weekend,1715.9,0.23,0.1978,394.66,339.41,-55.25,6,5,20,False
2024-03-16,Lunch,Weekend,2376.61,0.23,0.1934,546.62,459.64,-86.98,8,7,28,False
2024-03-16,Afternoon,Weekend,2179.75,0.23,0.2132,501.34,464.72,-36.62,7,7,28,False
2024-03-16,Dinner,Weekend,2249.82,0.23,0.1776,517.46,399.57,-117.89,7,6,24,False
2024-03-16,Late Night,Weekend,1361.09,0.23,0.2029,313.05,276.17,-36.88,4,4,16,False
2024-03-16,Overnight,Weekend,1094.87,0.23,0.2092,251.82,229.05,-22.77,4,3,12,False
2024-03-17,Opening,Weekend,411.06,0.23,0.2023,94.54,83.16,-11.38,1,1,4,False
2024-03-17,Early Breakfast,Weekend,1509.27,0.23,0.2028,347.13,306.08,-41.05,5,4,16,False
2024-03-17,Late Breakfast,Weekend,1910.73,0.23,0.186,439.47,355.4,-84.07,6,5,20,False
2024-03-17,Lunch,Weekend,2466.59,0.23,0.1966,567.32,484.93,-82.39,8,7,28,False
2024-03-17,Afternoon,Weekend,2197.34,0.23,0.1787,505.39,392.66,-112.73,7,6,24,False
2024-03-17,Dinner,Weekend,2571.65,0.23,0.212,591.48,545.19,-46.29,8,8,32,False
2024-03-17,Late Night,Weekend,1505.06,0.23,0.221,346.16,332.62,-13.54,5,5,20,False
2024-03-17,Overnight,Weekend,1170.05,0.23,0.2288,269.11,267.71,-1.4,4,4,16,False
2024-03-18,Opening,Weekday,242.27,0.23,0.2456,55.72,59.5,3.78,1,1,4,False
2024-03-18,Early Breakfast,Weekday,1308.38,0.23,0.2419,300.93,316.5,15.57,4,5,20,False
2024-03-18,Late Breakfast,Weekday,1420.06,0.23,0.2306,326.61,327.47,0.86,5,5,20,False
2024-03-18,Lunch,Weekday,1216.48,0.23,0.22,279.79,267.63,-12.16,4,4,16,False
2024-03-18,Afternoon,Weekday,1016.73,0.23,0.2439,233.85,247.98,14.13,3,4,16,False
2024-03-18,Dinner,Weekday,1252.41,0.23,0.2491,288.05,311.98,23.93,4,4,16,False
2024-03-18,Late Night,Weekday,1008.22,0.23,0.2266,231.89,228.46,-3.43,3,3,12,False
2024-03-18,Overnight,Weekday,851.13,0.23,0.2348,195.76,199.85,4.09,3,3,12,False
2024-03-19,Opening,Weekday,268.35,0.23,0.2395,61.72,64.27,2.55,1,1,4,False
2024-03-19,Early Breakfast,Weekday,1109.55,0.23,0.2153,255.2,238.89,-16.31,4,3,12,False
2024-03-19,Late Breakfast,Weekday,1391.8,0.23,0.215,320.11,299.24,-20.87,5,4,16,False
2024-03-19,Lunch,Weekday,1346.89,0.23,0.2185,309.78,294.3,-15.48,4,4,16,False
2024-03-19,Afternoon,Weekday,1018.4,0.23,0.2433,234.23,247.78,13.55,3,4,16,False
2024-03-19,Dinner,Weekday,1357.96,0.23,0.2237,312.33,303.78,-8.55,4,4,16,False
2024-03-19,Late Night,Weekday,1005.29,0.23,0.2386,231.22,239.86,8.64,3,3,12,False
2024-03-19,Overnight,Weekday,747.65,0.23,0.2316,171.96,173.16,1.2,2,2,8,False
2024-03-20,Opening,Weekday,242.36,0.23,0.2462,55.74,59.67,3.93,1,1,4,False
2024-03-20,Early Breakfast,Weekday,1181.82,0.23,0.2431,271.82,287.3,15.48,4,4,16,False
2024-03-20,Late Breakfast,Weekday,1263.66,0.23,0.2202,290.64,278.26,-12.38,4,4,16,False
2024-03-20,Lunch,Weekday,1179.7,0.23,0.2464,271.33,290.68,19.35,4,4,16,False
2024-03-20,Afternoon,Weekday,1079.19,0.23,0.2347,248.21,253.29,5.08,4,4,16,False
2024-03-20,Dinner,Weekday,1295.31,0.23,0.228,297.92,295.33,-2.59,4,4,16,False
2024-03-20,Late Night,Weekday,897.96,0.23,0.2493,206.53,223.86,17.33,3,3,12,False
2024-03-20,Overnight,Weekday,817.72,0.23,0.2284,188.08,186.77,-1.31,3,3,12,False
2024-03-21,Opening,Weekday,235.54,0.23,0.2245,54.17,52.88,-1.29,1,1,4,False
2024-03-21,Early Breakfast,Weekday,1149.66,0.23,0.2254,264.42,259.13,-5.29,4,4,16,False
2024-03-21,Late Breakfast,Weekday,1176.47,0.23,0.2107,270.59,247.88,-22.71,4,4,16,False
2024-03-21,Lunch,Weekday,1173.14,0.23,0.2297,269.82,269.47,-0.35,4,4,16,False
2024-03-21,Afternoon,Weekday,1086.42,0.23,0.2296,249.88,249.44,-0.44,4,4,16,False
2024-03-21,Dinner,Weekday,1239.74,0.23,0.2211,285.14,274.11,-11.03,4,4,16,False
2024-03-21,Late Night,Weekday,931.34,0.23,0.2144,214.21,199.68,-14.53,3,3,12,False
2024-03-21,Overnight,Weekday,782.18,0.23,0.2113,179.9,165.27,-14.63,3,2,8,False
2024-03-22,Opening,Friday,349.17,0.23,0.1933,80.31,67.49,-12.82,1,1,4,False
2024-03-22,Early Breakfast,Friday,1531.41,0.23,0.2103,352.22,322.06,-30.16,5,5,20,False
2024-03-22,Late Breakfast,Friday,1646.83,0.23,0.1907,378.77,314.05,-64.72,5,4,16,False
2024-03-22,Lunch,Friday,1918.05,0.23,0.1907,441.15,365.77,-75.38,6,5,20,False
2024-03-22,Afternoon,Friday,1676.73,0.23,0.2087,385.65,349.93,-35.72,6,5,20,False
2024-03-22,Dinner,Friday,2143.26,0.23,0.224,492.95,480.09,-12.86,7,7,28,False
2024-03-22,Late Night,Friday,1243.69,0.23,0.2164,286.05,269.13,-16.92,4,4,16,False
2024-03-22,Overnight,Friday,1039.32,0.23,0.2228,239.04,231.56,-7.48,3,3,12,False
2024-03-23,Opening,Weekend,349.93,0.23,0.1955,80.48,68.41,-12.07,1,1,4,False
2024-03-23,Early Breakfast,Weekend,1435.5,0.23,0.2,330.17,287.1,-43.07,5,4,16,False
2024-03-23,Late Breakfast,Weekend,2022.29,0.23,0.2135,465.13,431.76,-33.37,7,6,24,False
2024-03-23,Lunch,Weekend,2588.67,0.23,0.189,595.39,489.26,-106.13,9,7,28,False
2024-03-23,Afternoon,Weekend,2532.07,0.23,0.2077,582.38,525.91,-56.47,8,8,32,False
2024-03-23,Dinner,Weekend,2316.45,0.23,0.1846,532.78,427.62,-105.16,8,6,24,False
2024-03-23,Late Night,Weekend,1411.9,0.23,0.1941,324.74,274.05,-50.69,5,4,16,False
2024-03-23,Overnight,Weekend,1222.26,0.23,0.2123,281.12,259.49,-21.63,4,4,16,False
2024-03-24,Opening,Weekend,395.63,0.23,0.1989,90.99,78.69,-12.3,1,1,4,False
2024-03-24,Early Breakfast,Weekend,1589.54,0.23,0.202,365.59,321.09,-44.5,5,5,20,False
2024-03-24,Late Breakfast,Weekend,1862.8,0.23,0.1767,428.44,329.16,-99.28,6,5,20,False
2024-03-24,Lunch,Weekend,2340.76,0.23,0.2134,538.37,499.52,-38.85,8,7,28,False
2024-03-24,Afternoon,Weekend,2566.84,0.23,0.2166,590.37,555.98,-34.39,8,8,32,False
2024-03-24,Dinner,Weekend,2730.64,0.23,0.223,628.05,608.93,-19.12,9,9,36,False
2024-03-24,Late Night,Weekend,1365.35,0.23,0.2237,314.03,305.43,-8.6,4,4,16,False
2024-03-24,Overnight,Weekend,1103.38,0.23,0.1774,253.78,195.74,-58.04,4,3,12,False
2024-03-25,Opening,Weekday,253.0,0.23,0.2327,58.19,58.87,0.68,1,1,4,False
2024-03-25,Early Breakfast,Weekday,1034.31,0.23,0.2494,237.89,257.96,20.07,3,4,16,False
2024-03-25,Late Breakfast,Weekday,1241.36,0.23,0.2498,285.51,310.09,24.58,4,4,16,False
2024-03-25,Lunch,Weekday,1257.1,0.23,0.2449,289.13,307.86,18.73,4,4,16,False
2024-03-25,Afternoon,Weekday,1139.74,0.23,0.2456,262.14,279.92,17.78,4,4,16,False
2024-03-25,Dinner,Weekday,1355.03,0.23,0.2153,311.66,291.74,-19.92,4,4,16,False
2024-03-25,Late Night,Weekday,885.33,0.23,0.2202,203.63,194.95,-8.68,3,3,12,False
2024-03-25,Overnight,Weekday,756.31,0.23,0.2404,173.95,181.82,7.87,2,3,12,False
2024-03-26,Opening,Weekday,232.26,0.23,0.2456,53.42,57.04,3.62,1,1,4,False
2024-03-26,Early Breakfast,Weekday,1198.4,0.23,0.2398,275.63,287.38,11.75,4,4,16,False
2024-03-26,Late Breakfast,Weekday,1143.17,0.23,0.216,262.93,246.92,-16.01,4,4,16,False
2024-03-26,Lunch,Weekday,1312.86,0.23,0.2122,301.96,278.59,-23.37,4,4,16,False
2024-03-26,Afternoon,Weekday,1116.47,0.23,0.2289,256.79,255.56,-1.23,4,4,16,False
2024-03-26,Dinner,Weekday,1331.58,0.23,0.2257,306.26,300.54,-5.72,4,4,16,False
2024-03-26,Late Night,Weekday,1025.33,0.23,0.213,235.83,218.4,-17.43,3,3,12,False
2024-03-26,Overnight,Weekday,818.29,0.23,0.2129,188.21,174.21,-14.0,3,2,8,False
2024-03-27,Opening,Weekday,248.02,0.23,0.2391,57.04,59.3,2.26,1,1,4,False
2024-03-27,Early Breakfast,Weekday,1175.52,0.23,0.2334,270.37,274.37,4.0,4,4,16,False
2024-03-27,Late Breakfast,Weekday,1245.91,0.23,0.2276,286.56,283.57,-2.99,4,4,16,False
2024-03-27,Lunch,Weekday,1182.52,0.23,0.2397,271.98,283.45,11.47,4,4,16,False
2024-03-27,Afternoon,Weekday,1085.83,0.23,0.2445,249.74,265.49,15.75,4,4,16,False
2024-03-27,Dinner,Weekday,1345.6,0.23,0.2171,309.49,292.13,-17.36,4,4,16,False
2024-03-27,Late Night,Weekday,869.27,0.23,0.2361,199.93,205.23,5.3,3,3,12,False
2024-03-27,Overnight,Weekday,712.58,0.23,0.2463,163.89,175.51,11.62,2,3,12,False
2024-03-28,Opening,Weekday,237.33,0.23,0.2233,54.59,53.0,-1.59,1,1,4,False
2024-03-28,Early Breakfast,Weekday,1137.02,0.23,0.2121,261.51,241.16,-20.35,4,3,12,False
2024-03-28,Late Breakfast,Weekday,1255.25,0.23,0.2268,288.71,284.69,-4.02,4,4,16,False
2024-03-28,Lunch,Weekday,1235.68,0.23,0.2157,284.21,266.54,-17.67,4,4,16,False
2024-03-28,Afternoon,Weekday,1099.97,0.23,0.2323,252.99,255.52,2.53,4,4,16,False
2024-03-28,Dinner,Weekday,1289.69,0.23,0.2208,296.63,284.76,-11.87,4,4,16,False
2024-03-28,Late Night,Weekday,924.31,0.23,0.2438,212.59,225.35,12.76,3,3,12,False
2024-03-28,Overnight,Weekday,869.55,0.23,0.25,200.0,217.39,17.39,3,3,12,False
2024-03-29,Opening,Friday,333.77,0.23,0.227,76.77,75.77,-1.0,1,1,4,False
2024-03-29,Early Breakfast,Friday,1202.84,0.23,0.2208,276.65,265.59,-11.06,4,4,16,False
2024-03-29,Late Breakfast,Friday,1774.28,0.23,0.2013,408.08,357.16,-50.92,6,5,20,False
2024-03-29,Lunch,Friday,1881.62,0.23,0.1928,432.77,362.78,-69.99,6,5,20,False
2024-03-29,Afternoon,Friday,1744.74,0.23,0.1972,401.29,344.06,-57.23,6,5,20,False
2024-03-29,Dinner,Friday,2233.61,0.23,0.2141,513.73,478.22,-35.51,7,7,28,False
2024-03-29,Late Night,Friday,1338.17,0.23,0.2224,307.78,297.61,-10.17,4,4,16,False
2024-03-29,Overnight,Friday,945.81,0.23,0.1923,217.54,181.88,-35.66,3,3,12,False
2024-03-30,Opening,Weekend,426.82,0.23,0.1772,98.17,75.63,-22.54,1,1,4,False
2024-03-30,Early Breakfast,Weekend,1524.05,0.23,0.2024,350.53,308.47,-42.06,5,4,16,False
2024-03-30,Late Breakfast,Weekend,2171.3,0.23,0.1737,499.4,377.15,-122.25,7,5,20,False
2024-03-30,Lunch,Weekend,2575.42,0.23,0.1788,592.35,460.49,-131.86,8,7,28,False
2024-03-30,Afternoon,Weekend,2437.77,0.23,0.2168,560.69,528.51,-32.18,8,8,32,False
2024-03-30,Dinner,Weekend,2577.35,0.23,0.1724,592.79,444.34,-148.45,8,6,24,False
2024-03-30,Late Night,Weekend,1426.03,0.23,0.1754,327.99,250.13,-77.86,5,4,16,False
2024-03-30,Overnight,Weekend,1101.59,0.23,0.2191,253.37,241.36,-12.01,4,3,12,False
2024-03-31,Opening,Weekend,349.49,0.23,0.1724,80.38,60.25,-20.13,1,1,4,False
2024-03-31,Early Breakfast,Weekend,1343.42,0.23,0.1829,308.99,245.71,-63.28,4,4,16,False
2024-03-31,Late Breakfast,Weekend,2037.59,0.23,0.1956,468.65,398.55,-70.1,7,6,24,False
2024-03-31,Lunch,Weekend,2195.58,0.23,0.1844,504.98,404.86,-100.12,7,6,24,False
2024-03-31,Afternoon,Weekend,2307.36,0.23,0.1927,530.69,444.63,-86.06,8,6,24,False
2024-03-31,Dinner,Weekend,2275.47,0.23,0.193,523.36,439.17,-84.19,7,6,24,False
2024-03-31,Late Night,Weekend,1363.34,0.23,0.2166,313.57,295.3,-18.27,4,4,16,False
2024-03-31,Overnight,Weekend,1231.31,0.23,0.1764,283.2,217.2,-66.0,4,3,12,False
2024-04-01,Opening,Weekday,217.25,0.23,0.2264,49.97,49.19,-0.78,1,1,4,False
2024-04-01,Early Breakfast,Weekday,1086.39,0.23,0.2466,249.87,267.9,18.03,4,4,16,False
2024-04-01,Late Breakfast,Weekday,1121.15,0.23,0.2435,257.86,273.0,15.14,4,4,16,False
2024-04-01,Lunch,Weekday,1315.42,0.23,0.2448,302.55,322.01,19.46,4,5,20,False
2024-04-01,Afternoon,Weekday,1040.75,0.23,0.24,239.37,249.78,10.41,3,4,16,False
2024-04-01,Dinner,Weekday,1259.32,0.23,0.2133,289.64,268.61,-21.03,4,4,16,False
2024-04-01,Late Night,Weekday,860.73,0.23,0.232,197.97,199.69,1.72,3,3,12,False
2024-04-01,Overnight,Weekday,820.27,0.23,0.2433,188.66,199.57,10.91,3,3,12,False
2024-04-02,Opening,Weekday,230.46,0.23,0.2467,53.01,56.85,3.84,1,1,4,False
2024-04-02,Early Breakfast,Weekday,1112.5,0.23,0.2471,255.88,274.9,19.02,4,4,16,False
2024-04-02,Late Breakfast,Weekday,1306.62,0.23,0.2122,300.52,277.26,-23.26,4,4,16,False
2024-04-02,Lunch,Weekday,1152.15,0.23,0.2318,264.99,267.07,2.08,4,4,16,False
2024-04-02,Afternoon,Weekday,1062.89,0.23,0.2187,244.46,232.45,-12.01,3,3,12,False
2024-04-02,Dinner,Weekday,1187.93,0.23,0.2121,273.22,251.96,-21.26,4,4,16,False
2024-04-02,Late Night,Weekday,984.15,0.23,0.2386,226.35,234.82,8.47,3,3,12,False
2024-04-02,Overnight,Weekday,685.07,0.23,0.2348,157.57,160.85,3.28,2,2,8,False
2024-04-03,Opening,Weekday,259.87,0.23,0.2357,59.77,61.25,1.48,1,1,4,False
2024-04-03,Early Breakfast,Weekday,1233.26,0.23,0.2256,283.65,278.22,-5.43,4,4,16,False
2024-04-03,Late Breakfast,Weekday,1217.32,0.23,0.2108,279.98,256.61,-23.37,4,4,16,False
2024-04-03,Lunch,Weekday,1374.52,0.23,0.2418,316.14,332.36,16.22,5,5,20,False
2024-04-03,Afternoon,Weekday,1110.96,0.23,0.2473,255.52,274.74,19.22,4,4,16,False
2024-04-03,Dinner,Weekday,1209.77,0.23,0.2446,278.25,295.91,17.66,4,4,16,False
2024-04-03,Late Night,Weekday,915.5,0.23,0.2328,210.56,213.13,2.57,3,3,12,False
2024-04-03,Overnight,Weekday,826.98,0.23,0.2357,190.21,194.92,4.71,3,3,12,False
2024-04-04,Opening,Weekday,273.65,0.23,0.2314,62.94,63.32,0.38,1,1,4,False
2024-04-04,Early Breakfast,Weekday,1290.0,0.23,0.2101,296.7,271.03,-25.67,4,4,16,False
2024-04-04,Late Breakfast,Weekday,1427.76,0.23,0.242,328.38,345.52,17.14,5,5,20,False
2024-04-04,Lunch,Weekday,1347.7,0.23,0.2129,309.97,286.93,-23.04,4,4,16,False
2024-04-04,Afternoon,Weekday,1037.21,0.23,0.2306,238.56,239.18,0.62,3,3,12,False
2024-04-04,Dinner,Weekday,1319.19,0.23,0.2127,303.41,280.59,-22.82,4,4,16,False
2024-04-04,Late Night,Weekday,962.06,0.23,0.2307,221.27,221.95,0.68,3,3,12,False
2024-04-04,Overnight,Weekday,785.61,0.23,0.2146,180.69,168.59,-12.1,3,2,8,False
2024-04-05,Opening,Friday,355.77,0.23,0.2041,81.83,72.61,-9.22,1,1,4,False
2024-04-05,Early Breakfast,Friday,1455.55,0.23,0.2111,334.78,307.27,-27.51,5,4,16,False
2024-04-05,Late Breakfast,Friday,1580.17,0.23,0.2258,363.44,356.8,-6.64,5,5,20,False
2024-04-05,Lunch,Friday,1910.25,0.23,0.2232,439.36,426.37,-12.99,6,6,24,False
2024-04-05,Afternoon,Friday,1783.91,0.23,0.2134,410.3,380.69,-29.61,6,5,20,False
2024-04-05,Dinner,Friday,2053.32,0.23,0.2207,472.26,453.17,-19.09,7,6,24,False
2024-04-05,Late Night,Friday,1342.83,0.23,0.1971,308.85,264.67,-44.18,4,4,16,False
2024-04-05,Overnight,Friday,923.21,0.23,0.1945,212.34,179.56,-32.78,3,3,12,False
2024-04-06,Opening,Weekend,370.18,0.23,0.2051,85.14,75.92,-9.22,1,1,4,False
2024-04-06,Early Breakfast,Weekend,1594.37,0.23,0.2012,366.71,320.79,-45.92,5,5,20,False
2024-04-06,Late Breakfast,Weekend,1992.42,0.23,0.1831,458.26,364.81,-93.45,7,5,20,False
2024-04-06,Lunch,Weekend,2738.66,0.23,0.1854,629.89,507.75,-122.14,9,7,28,False
2024-04-06,Afternoon,Weekend,2431.09,0.23,0.1777,559.15,432.0,-127.15,8,6,24,False
2024-04-06,Dinner,Weekend,2301.72,0.23,0.208,529.4,478.76,-50.64,8,7,28,False
2024-04-06,Late Night,Weekend,1572.17,0.23,0.1882,361.6,295.88,-65.72,5,4,16,False
2024-04-06,Overnight,Weekend,1187.03,0.23,0.178,273.02,211.29,-61.73,4,3,12,False
2024-04-07,Opening,Weekend,430.22,0.23,0.1744,98.95,75.03,-23.92,1,1,4,False
2024-04-07,Early Breakfast,Weekend,1606.64,0.23,0.1759,369.53,282.61,-86.92,5,4,16,False
2024-04-07,Late Breakfast,Weekend,2063.42,0.23,0.2261,474.59,466.54,-8.05,7,7,28,False
2024-04-07,Lunch,Weekend,2370.71,0.23,0.212,545.26,502.59,-42.67,8,7,28,False
2024-04-07,Afternoon,Weekend,2291.07,0.23,0.2193,526.95,502.43,-24.52,8,7,28,False
2024-04-07,Dinner,Weekend,2577.82,0.23,0.1811,592.9,466.84,-126.06,8,7,28,False
2024-04-07,Late Night,Weekend,1590.24,0.23,0.2013,365.76,320.12,-45.64,5,5,20,False
2024-04-07,Overnight,Weekend,1109.82,0.23,0.2053,255.26,227.85,-27.41,4,3,12,False
2024-04-08,Opening,Weekday,252.1,0.23,0.2377,57.98,59.92,1.94,1,1,4,False
2024-04-08,Early Breakfast,Weekday,1229.95,0.23,0.2159,282.89,265.55,-17.34,4,4,16,False
2024-04-08,Late Breakfast,Weekday,1396.44,0.23,0.2209,321.18,308.47,-12.71,5,4,16,False
2024-04-08,Lunch,Weekday,1417.77,0.23,0.2226,326.09,315.6,-10.49,5,5,20,False
2024-04-08,Afternoon,Weekday,1158.46,0.23,0.2237,266.45,259.15,-7.3,4,4,16,False
2024-04-08,Dinner,Weekday,1309.83,0.23,0.2401,301.26,314.49,13.23,4,4,16,False
2024-04-08,Late Night,Weekday,923.27,0.23,0.2243,212.35,207.09,-5.26,3,3,12,False
2024-04-08,Overnight,Weekday,873.07,0.23,0.2336,200.81,203.95,3.14,3,3,12,False
2024-04-09,Opening,Weekday,242.8,0.23,0.2335,55.84,56.69,0.85,1,1,4,False
2024-04-09,Early Breakfast,Weekday,1215.89,0.23,0.2118,279.65,257.53,-22.12,4,4,16,False
2024-04-09,Late Breakfast,Weekday,1280.69,0.23,0.221,294.56,283.03,-11.53,4,4,16,False
2024-04-09,Lunch,Weekday,1353.94,0.23,0.2468,311.41,334.15,22.74,4,5,20,False
2024-04-09,Afternoon,Weekday,969.6,0.23,0.2117,223.01,205.26,-17.75,3,3,12,False
2024-04-09,Dinner,Weekday,1182.09,0.23,0.2409,271.88,284.77,12.89,4,4,16,False
2024-04-09,Late Night,Weekday,904.89,0.23,0.2393,208.12,216.54,8.42,3,3,12,False
2024-04-09,Overnight,Weekday,835.9,0.23,0.2162,192.26,180.72,-11.54,3,3,12,False
2024-04-10,Opening,Weekday,242.29,0.23,0.2361,55.73,57.2,1.47,1,1,4,False
2024-04-10,Early Breakfast,Weekday,1164.74,0.23,0.2166,267.89,252.28,-15.61,4,4,16,False
2024-04-10,Late Breakfast,Weekday,1352.35,0.23,0.2229,311.04,301.44,-9.6,4,4,16,False
2024-04-10,Lunch,Weekday,1307.01,0.23,0.2293,300.61,299.7,-0.91,4,4,16,False
2024-04-10,Afternoon,Weekday,1065.04,0.23,0.234,244.96,249.22,4.26,4,4,16,False
2024-04-10,Dinner,Weekday,1326.97,0.23,0.2318,305.2,307.59,2.39,4,4,16,False
2024-04-10,Late Night,Weekday,972.24,0.23,0.24,223.62,233.34,9.72,3,3,12,False
2024-04-10,Overnight,Weekday,816.04,0.23,0.2335,187.69,190.55,2.86,3,3,12,False
2024-04-11,Opening,Weekday,270.33,0.23,0.2254,62.18,60.93,-1.25,1,1,4,False
2024-04-11,Early Breakfast,Weekday,1116.96,0.23,0.2103,256.9,234.9,-22.0,4,3,12,False
2024-04-11,Late Breakfast,Weekday,1382.86,0.23,0.2375,318.06,328.43,10.37,5,5,20,False
2024-04-11,Lunch,Weekday,1222.67,0.23,0.2184,281.21,267.03,-14.18,4,4,16,False
2024-04-11,Afternoon,Weekday,1136.13,0.23,0.2219,261.31,252.11,-9.2,4,4,16,False
2024-04-11,Dinner,Weekday,1309.85,0.23,0.2266,301.27,296.81,-4.46,4,4,16,False
2024-04-11,Late Night,Weekday,1030.0,0.23,0.2326,236.9,239.58,2.68,3,3,12,False
2024-04-11,Overnight,Weekday,832.47,0.23,0.2464,191.47,205.12,13.65,3,3,12,False
2024-04-12,Opening,Friday,344.59,0.23,0.2187,79.26,75.36,-3.9,1,1,4,False
2024-04-12,Early Breakfast,Friday,1433.43,0.23,0.2223,329.69,318.65,-11.04,5,5,20,False
2024-04-12,Late Breakfast,Friday,1599.95,0.23,0.2278,367.99,364.47,-3.52,5,5,20,False
2024-04-12,Lunch,Friday,1958.36,0.23,0.2229,450.42,436.52,-13.9,6,6,24,False
2024-04-12,Afternoon,Friday,1794.98,0.23,0.2292,412.85,411.41,-1.44,6,6,24,False
2024-04-12,Dinner,Friday,2193.04,0.23,0.2094,504.4,459.22,-45.18,7,7,28,False
2024-04-12,Late Night,Friday,1407.89,0.23,0.1929,323.81,271.58,-52.23,5,4,16,False
2024-04-12,Overnight,Friday,991.25,0.23,0.1904,227.99,188.73,-39.26,3,3,12,False
2024-04-13,Opening,Weekend,410.49,0.23,0.1813,94.41,74.42,-19.99,1,1,4,False
2024-04-13,Early Breakfast,Weekend,1586.27,0.23,0.2291,364.84,363.41,-1.43,5,5,20,False
2024-04-13,Late Breakfast,Weekend,1856.52,0.23,0.1789,427.0,332.13,-94.87,6,5,20,False
2024-04-13,Lunch,Weekend,2643.38,0.23,0.1814,607.98,479.51,-128.47,9,7,28,False
2024-04-13,Afternoon,Weekend,2716.77,0.23,0.174,624.86,472.72,-152.14,9,7,28,False
2024-04-13,Dinner,Weekend,2645.34,0.23,0.1753,608.43,463.73,-144.7,9,7,28,False
2024-04-13,Late Night,Weekend,1494.18,0.23,0.2188,343.66,326.93,-16.73,5,5,20,False
2024-04-13,Overnight,Weekend,1257.06,0.23,0.2085,289.12,262.1,-27.02,4,4,16,False
2024-04-14,Opening,Weekend,374.05,0.23,0.1991,86.03,74.47,-11.56,1,1,4,False
2024-04-14,Early Breakfast,Weekend,1375.27,0.23,0.1955,316.31,268.87,-47.44,5,4,16,False
2024-04-14,Late Breakfast,Weekend,1729.05,0.23,0.2149,397.68,371.57,-26.11,6,5,20,False
2024-04-14,Lunch,Weekend,2375.78,0.23,0.1729,546.43,410.77,-135.66,8,6,24,False
