date,day_of_week,day_type,month,quarter,shift_type,shift_start,shift_end,weather,weather_season,is_holiday,holiday_mult,season_name,season_mult,base_sales,target_sales,actual_sales,sales_variance
2024-04-10,Wednesday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,242.29,4.79
2024-04-10,Wednesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1164.74,24.74
2024-04-10,Wednesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1352.35,117.35
2024-04-10,Wednesday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1307.01,72.01
2024-04-10,Wednesday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,1065.04,20.04
2024-04-10,Wednesday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1326.97,91.97
2024-04-10,Wednesday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,972.24,22.24
2024-04-10,Wednesday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,816.04,56.04
2024-04-11,Thursday,Weekday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,270.33,20.33
2024-04-11,Thursday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1116.96,-83.04
2024-04-11,Thursday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1382.86,82.86
2024-04-11,Thursday,Weekday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1222.67,-77.33
2024-04-11,Thursday,Weekday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1136.13,36.13
2024-04-11,Thursday,Weekday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1309.85,9.85
2024-04-11,Thursday,Weekday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,1030.0,30.0
2024-04-11,Thursday,Weekday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,832.47,32.47
2024-04-12,Friday,Friday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,350,350.0,344.59,-5.41
2024-04-12,Friday,Friday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1400,1400.0,1433.43,33.43
2024-04-12,Friday,Friday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1700,1700.0,1599.95,-100.05
2024-04-12,Friday,Friday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,1958.36,-41.64
2024-04-12,Friday,Friday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1800,1800.0,1794.98,-5.02
2024-04-12,Friday,Friday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2200,2200.0,2193.04,-6.96
2024-04-12,Friday,Friday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1407.89,107.89
2024-04-12,Friday,Friday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,991.25,-8.75
2024-04-13,Saturday,Weekend,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,400,400.0,410.49,10.49
2024-04-13,Saturday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1586.27,86.27
2024-04-13,Saturday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,1856.52,-143.48
2024-04-13,Saturday,Weekend,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2643.38,143.38
2024-04-13,Saturday,Weekend,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2716.77,216.77
2024-04-13,Saturday,Weekend,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2645.34,145.34
2024-04-13,Saturday,Weekend,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1494.18,-5.82
2024-04-13,Saturday,Weekend,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1257.06,57.06
2024-04-14,Sunday,Weekend,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,400,380.0,374.05,-5.95
2024-04-14,Sunday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1500,1425.0,1375.27,-49.73
2024-04-14,Sunday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,2000,1900.0,1729.05,-170.95
2024-04-14,Sunday,Weekend,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2375.78,0.78
2024-04-14,Sunday,Weekend,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2528.7,153.7
2024-04-14,Sunday,Weekend,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2383.97,8.97
2024-04-14,Sunday,Weekend,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1500,1425.0,1343.88,-81.12
2024-04-14,Sunday,Weekend,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1064.31,-75.69
2024-04-15,Monday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,238.09,0.59
2024-04-15,Monday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1140.11,0.11
2024-04-15,Monday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1311.82,76.82
2024-04-15,Monday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1130.96,-104.04
2024-04-15,Monday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,1051.56,6.56
2024-04-15,Monday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1117.66,-117.34
2024-04-15,Monday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,1007.88,57.88
2024-04-15,Monday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,787.1,27.1
2024-04-16,Tuesday,Weekday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,244.19,-5.81
2024-04-16,Tuesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1310.81,110.81
2024-04-16,Tuesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1397.6,97.6
2024-04-16,Tuesday,Weekday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1185.71,-114.29
2024-04-16,Tuesday,Weekday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1105.92,5.92
2024-04-16,Tuesday,Weekday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1398.08,98.08
2024-04-16,Tuesday,Weekday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,973.51,-26.49
2024-04-16,Tuesday,Weekday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,816.98,16.98
2024-04-17,Wednesday,Weekday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,233.09,-16.91
2024-04-17,Wednesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1297.97,97.97
2024-04-17,Wednesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1198.29,-101.71
2024-04-17,Wednesday,Weekday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1188.82,-111.18
2024-04-17,Wednesday,Weekday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1191.93,91.93
2024-04-17,Wednesday,Weekday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1349.85,49.85
2024-04-17,Wednesday,Weekday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,957.02,-42.98
2024-04-17,Wednesday,Weekday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,859.57,59.57
2024-04-18,Thursday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,234.15,-3.35
2024-04-18,Thursday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1242.0,102.0
2024-04-18,Thursday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1289.43,54.43
2024-04-18,Thursday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1248.63,13.63
2024-04-18,Thursday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,944.63,-100.37
2024-04-18,Thursday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1174.46,-60.54
2024-04-18,Thursday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,962.01,12.01
2024-04-18,Thursday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,722.41,-37.59
2024-04-19,Friday,Friday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,350,332.5,299.31,-33.19
2024-04-19,Friday,Friday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1400,1330.0,1453.55,123.55
2024-04-19,Friday,Friday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1700,1615.0,1453.83,-161.17
2024-04-19,Friday,Friday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,2000,1900.0,1726.8,-173.2
2024-04-19,Friday,Friday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1800,1710.0,1822.98,112.98
2024-04-19,Friday,Friday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,2200,2090.0,2171.4,81.4
2024-04-19,Friday,Friday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1161.18,-73.82
2024-04-19,Friday,Friday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,919.19,-30.81
2024-04-20,Saturday,Weekend,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,400,400.0,406.99,6.99
2024-04-20,Saturday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1407.96,-92.04
2024-04-20,Saturday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,2051.48,51.48
2024-04-20,Saturday,Weekend,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2632.83,132.83
2024-04-20,Saturday,Weekend,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2482.58,-17.42
2024-04-20,Saturday,Weekend,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2304.75,-195.25
2024-04-20,Saturday,Weekend,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1607.21,107.21
2024-04-20,Saturday,Weekend,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1200.6,0.6
2024-04-21,Sunday,Weekend,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,400,400.0,377.16,-22.84
2024-04-21,Sunday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1451.1,-48.9
2024-04-21,Sunday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,1878.23,-121.77
2024-04-21,Sunday,Weekend,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2478.52,-21.48
2024-04-21,Sunday,Weekend,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2385.52,-114.48
2024-04-21,Sunday,Weekend,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2323.01,-176.99
2024-04-21,Sunday,Weekend,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1420.73,-79.27
2024-04-21,Sunday,Weekend,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1212.31,12.31
2024-04-22,Monday,Weekday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,258.71,8.71
2024-04-22,Monday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1157.71,-42.29
2024-04-22,Monday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1263.49,-36.51
2024-04-22,Monday,Weekday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1216.31,-83.69
2024-04-22,Monday,Weekday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1115.37,15.37
2024-04-22,Monday,Weekday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1412.62,112.62
2024-04-22,Monday,Weekday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,1066.91,66.91
2024-04-22,Monday,Weekday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,850.9,50.9
2024-04-23,Tuesday,Weekday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,244.41,-5.59
2024-04-23,Tuesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1159.1,-40.9
2024-04-23,Tuesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1208.28,-91.72
2024-04-23,Tuesday,Weekday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1326.25,26.25
2024-04-23,Tuesday,Weekday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,998.06,-101.94
2024-04-23,Tuesday,Weekday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1364.39,64.39
2024-04-23,Tuesday,Weekday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,963.85,-36.15
2024-04-23,Tuesday,Weekday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,774.45,-25.55
2024-04-24,Wednesday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,242.17,4.67
2024-04-24,Wednesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1077.9,-62.1
2024-04-24,Wednesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1317.43,82.43
2024-04-24,Wednesday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1241.84,6.84
2024-04-24,Wednesday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,1137.01,92.01
2024-04-24,Wednesday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1257.92,22.92
2024-04-24,Wednesday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,1041.75,91.75
2024-04-24,Wednesday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,751.98,-8.02
2024-04-25,Thursday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,219.26,-18.24
2024-04-25,Thursday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1071.85,-68.15
2024-04-25,Thursday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1137.02,-97.98
2024-04-25,Thursday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1216.79,-18.21
2024-04-25,Thursday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,1073.57,28.57
2024-04-25,Thursday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1298.92,63.92
2024-04-25,Thursday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,980.68,30.68
2024-04-25,Thursday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,815.74,55.74
2024-04-26,Friday,Friday,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,350,350.0,372.16,22.16
2024-04-26,Friday,Friday,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1400,1400.0,1343.44,-56.56
2024-04-26,Friday,Friday,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1700,1700.0,1643.1,-56.9
2024-04-26,Friday,Friday,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,2136.66,136.66
2024-04-26,Friday,Friday,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1800,1800.0,1622.12,-177.88
2024-04-26,Friday,Friday,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2200,2200.0,2380.36,180.36
2024-04-26,Friday,Friday,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1285.48,-14.52
2024-04-26,Friday,Friday,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,1043.54,43.54
2024-04-27,Saturday,Weekend,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,400,380.0,390.56,10.56
2024-04-27,Saturday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1500,1425.0,1287.12,-137.88
2024-04-27,Saturday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,2000,1900.0,2073.93,173.93
2024-04-27,Saturday,Weekend,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2534.73,159.73
2024-04-27,Saturday,Weekend,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2203.3,-171.7
2024-04-27,Saturday,Weekend,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,2500,2375.0,2605.67,230.67
2024-04-27,Saturday,Weekend,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1500,1425.0,1419.28,-5.72
2024-04-27,Saturday,Weekend,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1104.92,-35.08
2024-04-28,Sunday,Weekend,April,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,400,400.0,383.05,-16.95
2024-04-28,Sunday,Weekend,April,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1455.97,-44.03
2024-04-28,Sunday,Weekend,April,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,2000,2000.0,1978.26,-21.74
2024-04-28,Sunday,Weekend,April,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2273.77,-226.23
2024-04-28,Sunday,Weekend,April,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2428.79,-71.21
2024-04-28,Sunday,Weekend,April,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,2500,2500.0,2623.74,123.74
2024-04-28,Sunday,Weekend,April,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1500,1500.0,1391.9,-108.1
2024-04-28,Sunday,Weekend,April,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1298.82,98.82
2024-04-29,Monday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,218.97,-18.53
2024-04-29,Monday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1056.96,-83.04
2024-04-29,Monday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1130.85,-104.15
2024-04-29,Monday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1112.03,-122.97
2024-04-29,Monday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,1082.7,37.7
2024-04-29,Monday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1322.41,87.41
2024-04-29,Monday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,918.53,-31.47
2024-04-29,Monday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,825.49,65.49
2024-04-30,Tuesday,Weekday,April,Q2,Opening,04:00,05:00,Rainy,Spring,False,1.0,None,1.0,250,237.5,214.61,-22.89
2024-04-30,Tuesday,Weekday,April,Q2,Early Breakfast,05:00,07:00,Rainy,Spring,False,1.0,None,1.0,1200,1140.0,1187.02,47.02
2024-04-30,Tuesday,Weekday,April,Q2,Late Breakfast,07:00,11:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1146.84,-88.16
2024-04-30,Tuesday,Weekday,April,Q2,Lunch,11:00,14:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1157.71,-77.29
2024-04-30,Tuesday,Weekday,April,Q2,Afternoon,14:00,17:00,Rainy,Spring,False,1.0,None,1.0,1100,1045.0,983.29,-61.71
2024-04-30,Tuesday,Weekday,April,Q2,Dinner,17:00,20:00,Rainy,Spring,False,1.0,None,1.0,1300,1235.0,1186.43,-48.57
2024-04-30,Tuesday,Weekday,April,Q2,Late Night,20:00,00:00,Rainy,Spring,False,1.0,None,1.0,1000,950.0,979.21,29.21
2024-04-30,Tuesday,Weekday,April,Q2,Overnight,00:00,04:00,Rainy,Spring,False,1.0,None,1.0,800,760.0,732.96,-27.04
2024-05-01,Wednesday,Weekday,May,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,246.5,-3.5
2024-05-01,Wednesday,Weekday,May,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1226.89,26.89
2024-05-01,Wednesday,Weekday,May,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1305.99,5.99
2024-05-01,Wednesday,Weekday,May,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1372.8,72.8
2024-05-01,Wednesday,Weekday,May,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1145.98,45.98
2024-05-01,Wednesday,Weekday,May,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1238.24,-61.76
2024-05-01,Wednesday,Weekday,May,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,1065.99,65.99
2024-05-01,Wednesday,Weekday,May,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,820.85,20.85
2024-05-02,Thursday,Weekday,May,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,250,250.0,253.86,3.86
2024-05-02,Thursday,Weekday,May,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1200,1200.0,1126.46,-73.54
2024-05-02,Thursday,Weekday,May,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1335.29,35.29
2024-05-02,Thursday,Weekday,May,Q2,Lunch,11:00,14:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1393.06,93.06
2024-05-02,Thursday,Weekday,May,Q2,Afternoon,14:00,17:00,Sunny,Spring,False,1.0,None,1.0,1100,1100.0,1103.44,3.44
2024-05-02,Thursday,Weekday,May,Q2,Dinner,17:00,20:00,Sunny,Spring,False,1.0,None,1.0,1300,1300.0,1252.78,-47.22
2024-05-02,Thursday,Weekday,May,Q2,Late Night,20:00,00:00,Sunny,Spring,False,1.0,None,1.0,1000,1000.0,922.71,-77.29
2024-05-02,Thursday,Weekday,May,Q2,Overnight,00:00,04:00,Sunny,Spring,False,1.0,None,1.0,800,800.0,769.9,-30.1
2024-05-03,Friday,Friday,May,Q2,Opening,04:00,05:00,Sunny,Spring,False,1.0,None,1.0,350,350.0,367.63,17.63
2024-05-03,Friday,Friday,May,Q2,Early Breakfast,05:00,07:00,Sunny,Spring,False,1.0,None,1.0,1400,1400.0,1465.11,65.11
2024-05-03,Friday,Friday,May,Q2,Late Breakfast,07:00,11:00,Sunny,Spring,False,1.0,None,1.0,1700,1700.0,1828.4,128.4
