date,shift_type,day_type,actual_sales,target_waste_pct,actual_waste_pct,target_waste_cost,actual_waste_cost,waste_variance,waste_reason,is_over_target
2024-03-16,Lunch,Weekend,2376.61,0.03,0.0533,71.3,126.67,55.37,UHC Expiration,True
2024-03-16,Afternoon,Weekend,2179.75,0.03,0.0181,65.39,39.45,-25.94,Expired Vegetables,False
2024-03-16,Dinner,Weekend,2249.82,0.03,0.0616,67.49,138.59,71.1,Overproduction,True
2024-03-16,Late Night,Weekend,1361.09,0.03,0.0298,40.83,40.56,-0.27,Expired Vegetables,False
2024-03-16,Overnight,Weekend,1094.87,0.03,0.0121,32.85,13.25,-19.6,Expired Vegetables,False
2024-03-17,Opening,Weekend,411.06,0.03,0.0139,12.33,5.71,-6.62,Expired Vegetables,False
2024-03-17,Early Breakfast,Weekend,1509.27,0.03,0.0297,45.28,44.83,-0.45,Overproduction,False
2024-03-17,Late Breakfast,Weekend,1910.73,0.03,0.0495,57.32,94.58,37.26,Overproduction,False
2024-03-17,Lunch,Weekend,2466.59,0.03,0.0503,74.0,124.07,50.07,UHC Expiration,True
2024-03-17,Afternoon,Weekend,2197.34,0.03,0.016,65.92,35.16,-30.76,Overproduction,False
2024-03-17,Dinner,Weekend,2571.65,0.03,0.0456,77.15,117.27,40.12,Expired Vegetables,False
2024-03-17,Late Night,Weekend,1505.06,0.03,0.0253,45.15,38.08,-7.07,UHC Expiration,False
2024-03-17,Overnight,Weekend,1170.05,0.03,0.0176,35.1,20.59,-14.51,UHC Expiration,False
2024-03-18,Opening,Weekday,242.27,0.03,0.0194,7.27,4.7,-2.57,Overproduction,False
2024-03-18,Early Breakfast,Weekday,1308.38,0.03,0.0218,39.25,28.52,-10.73,Overproduction,False
2024-03-18,Late Breakfast,Weekday,1420.06,0.03,0.0471,42.6,66.88,24.28,Overproduction,False
2024-03-18,Lunch,Weekday,1216.48,0.03,0.0447,36.49,54.38,17.89,Overproduction,False
2024-03-18,Afternoon,Weekday,1016.73,0.03,0.0235,30.5,23.89,-6.61,UHC Expiration,False
2024-03-18,Dinner,Weekday,1252.41,0.03,0.0497,37.57,62.24,24.67,Overproduction,False
2024-03-18,Late Night,Weekday,1008.22,0.03,0.03,30.25,30.25,0.0,Expired Vegetables,False
2024-03-18,Overnight,Weekday,851.13,0.03,0.0146,25.53,12.43,-13.1,UHC Expiration,False
2024-03-19,Opening,Weekday,268.35,0.03,0.0173,8.05,4.64,-3.41,Wrong Order,False
2024-03-19,Early Breakfast,Weekday,1109.55,0.03,0.0381,33.29,42.27,8.98,Expired Vegetables,False
2024-03-19,Late Breakfast,Weekday,1391.8,0.03,0.0423,41.75,58.87,17.12,Overproduction,False
2024-03-19,Lunch,Weekday,1346.89,0.03,0.0515,40.41,69.36,28.95,Expired Vegetables,True
2024-03-19,Afternoon,Weekday,1018.4,0.03,0.0193,30.55,19.66,-10.89,Overproduction,False
2024-03-19,Dinner,Weekday,1357.96,0.03,0.0435,40.74,59.07,18.33,Expired Vegetables,False
2024-03-19,Late Night,Weekday,1005.29,0.03,0.0217,30.16,21.81,-8.35,Wrong Order,False
2024-03-19,Overnight,Weekday,747.65,0.03,0.0151,22.43,11.29,-11.14,UHC Expiration,False
2024-03-20,Opening,Weekday,242.36,0.03,0.0146,7.27,3.54,-3.73,UHC Expiration,False
2024-03-20,Early Breakfast,Weekday,1181.82,0.03,0.0279,35.45,32.97,-2.48,UHC Expiration,False
2024-03-20,Late Breakfast,Weekday,1263.66,0.03,0.0472,37.91,59.64,21.73,UHC Expiration,False
2024-03-20,Lunch,Weekday,1179.7,0.03,0.046,35.39,54.27,18.88,UHC Expiration,False
2024-03-20,Afternoon,Weekday,1079.19,0.03,0.0262,32.38,28.27,-4.11,Overproduction,False
2024-03-20,Dinner,Weekday,1295.31,0.03,0.0516,38.86,66.84,27.98,UHC Expiration,True
2024-03-20,Late Night,Weekday,897.96,0.03,0.0248,26.94,22.27,-4.67,UHC Expiration,False
2024-03-20,Overnight,Weekday,817.72,0.03,0.0194,24.53,15.86,-8.67,Overproduction,False
2024-03-21,Opening,Weekday,235.54,0.03,0.0107,7.07,2.52,-4.55,UHC Expiration,False
2024-03-21,Early Breakfast,Weekday,1149.66,0.03,0.0214,34.49,24.6,-9.89,Overproduction,False
2024-03-21,Late Breakfast,Weekday,1176.47,0.03,0.0466,35.29,54.82,19.53,Overproduction,False
2024-03-21,Lunch,Weekday,1173.14,0.03,0.0477,35.19,55.96,20.77,Wrong Order,False
2024-03-21,Afternoon,Weekday,1086.42,0.03,0.0275,32.59,29.88,-2.71,Wrong Order,False
2024-03-21,Dinner,Weekday,1239.74,0.03,0.0664,37.19,82.32,45.13,UHC Expiration,True
2024-03-21,Late Night,Weekday,931.34,0.03,0.0286,27.94,26.64,-1.3,UHC Expiration,False
2024-03-21,Overnight,Weekday,782.18,0.03,0.0174,23.47,13.61,-9.86,Overproduction,False
2024-03-22,Opening,Friday,349.17,0.03,0.0187,10.48,6.53,-3.95,Expired Vegetables,False
2024-03-22,Early Breakfast,Friday,1531.41,0.03,0.0209,45.94,32.01,-13.93,Expired Vegetables,False
2024-03-22,Late Breakfast,Friday,1646.83,0.03,0.0421,49.4,69.33,19.93,Delivery Driver No Show:,False
2024-03-22,Lunch,Friday,1918.05,0.03,0.05,57.54,95.9,38.36,Wrong Order,False
2024-03-22,Afternoon,Friday,1676.73,0.03,0.0213,50.3,35.71,-14.59,Expired Vegetables,False
2024-03-22,Dinner,Friday,2143.26,0.03,0.0565,64.3,121.09,56.79,UHC Expiration,True
2024-03-22,Late Night,Friday,1243.69,0.03,0.0231,37.31,28.73,-8.58,Expired Vegetables,False
2024-03-22,Overnight,Friday,1039.32,0.03,0.0171,31.18,17.77,-13.41,UHC Expiration,False
2024-03-23,Opening,Weekend,349.93,0.03,0.0117,10.5,4.09,-6.41,Wrong Order,False
2024-03-23,Early Breakfast,Weekend,1435.5,0.03,0.0239,43.06,34.31,-8.75,Overproduction,False
2024-03-23,Late Breakfast,Weekend,2022.29,0.03,0.0343,60.67,69.36,8.69,Overproduction,False
2024-03-23,Lunch,Weekend,2588.67,0.03,0.0482,77.66,124.77,47.11,Expired Vegetables,False
2024-03-23,Afternoon,Weekend,2532.07,0.03,0.0256,75.96,64.82,-11.14,UHC Expiration,False
2024-03-23,Dinner,Weekend,2316.45,0.03,0.0457,69.49,105.86,36.37,Wrong Order,False
2024-03-23,Late Night,Weekend,1411.9,0.03,0.022,42.36,31.06,-11.3,Expired Vegetables,False
2024-03-23,Overnight,Weekend,1222.26,0.03,0.0104,36.67,12.71,-23.96,Expired Vegetables,False
2024-03-24,Opening,Weekend,395.63,0.03,0.015,11.87,5.93,-5.94,UHC Expiration,False
2024-03-24,Early Breakfast,Weekend,1589.54,0.03,0.0345,47.69,54.84,7.15,UHC Expiration,False
2024-03-24,Late Breakfast,Weekend,1862.8,0.03,0.035,55.88,65.2,9.32,UHC Expiration,False
2024-03-24,Lunch,Weekend,2340.76,0.03,0.0507,70.22,118.68,48.46,Overproduction,True
2024-03-24,Afternoon,Weekend,2566.84,0.03,0.0123,77.01,31.57,-45.44,UHC Expiration,False
2024-03-24,Dinner,Weekend,2730.64,0.03,0.0525,81.92,143.36,61.44,UHC Expiration,True
2024-03-24,Late Night,Weekend,1365.35,0.03,0.022,40.96,30.04,-10.92,Wrong Order,False
2024-03-24,Overnight,Weekend,1103.38,0.03,0.0169,33.1,18.65,-14.45,UHC Expiration,False
2024-03-25,Opening,Weekday,253.0,0.03,0.0158,7.59,4.0,-3.59,UHC Expiration,False
2024-03-25,Early Breakfast,Weekday,1034.31,0.03,0.0218,31.03,22.55,-8.48,UHC Expiration,False
2024-03-25,Late Breakfast,Weekday,1241.36,0.03,0.0487,37.24,60.45,23.21,Delivery Driver No Show:,False
2024-03-25,Lunch,Weekday,1257.1,0.03,0.0441,37.71,55.44,17.73,Overproduction,False
2024-03-25,Afternoon,Weekday,1139.74,0.03,0.0158,34.19,18.01,-16.18,UHC Expiration,False
2024-03-25,Dinner,Weekday,1355.03,0.03,0.0545,40.65,73.85,33.2,Expired Vegetables,True
2024-03-25,Late Night,Weekday,885.33,0.03,0.0324,26.56,28.68,2.12,Overproduction,False
2024-03-25,Overnight,Weekday,756.31,0.03,0.0194,22.69,14.67,-8.02,Expired Vegetables,False
2024-03-26,Opening,Weekday,232.26,0.03,0.0103,6.97,2.39,-4.58,UHC Expiration,False
2024-03-26,Early Breakfast,Weekday,1198.4,0.03,0.037,35.95,44.34,8.39,UHC Expiration,False
2024-03-26,Late Breakfast,Weekday,1143.17,0.03,0.0366,34.3,41.84,7.54,UHC Expiration,False
2024-03-26,Lunch,Weekday,1312.86,0.03,0.058,39.39,76.15,36.76,Overproduction,True
2024-03-26,Afternoon,Weekday,1116.47,0.03,0.0237,33.49,26.46,-7.03,UHC Expiration,False
2024-03-26,Dinner,Weekday,1331.58,0.03,0.0437,39.95,58.19,18.24,UHC Expiration,False
2024-03-26,Late Night,Weekday,1025.33,0.03,0.0317,30.76,32.5,1.74,UHC Expiration,False
2024-03-26,Overnight,Weekday,818.29,0.03,0.0194,24.55,15.87,-8.68,UHC Expiration,False
2024-03-27,Opening,Weekday,248.02,0.03,0.0109,7.44,2.7,-4.74,Expired Vegetables,False
2024-03-27,Early Breakfast,Weekday,1175.52,0.03,0.0286,35.27,33.62,-1.65,UHC Expiration,False
2024-03-27,Late Breakfast,Weekday,1245.91,0.03,0.0497,37.38,61.92,24.54,UHC Expiration,False
2024-03-27,Lunch,Weekday,1182.52,0.03,0.0424,35.48,50.14,14.66,UHC Expiration,False
2024-03-27,Afternoon,Weekday,1085.83,0.03,0.0244,32.57,26.49,-6.08,UHC Expiration,False
2024-03-27,Dinner,Weekday,1345.6,0.03,0.0672,40.37,90.42,50.05,UHC Expiration,True
2024-03-27,Late Night,Weekday,869.27,0.03,0.0331,26.08,28.77,2.69,Overproduction,False
2024-03-27,Overnight,Weekday,712.58,0.03,0.0192,21.38,13.68,-7.7,Overproduction,False
2024-03-28,Opening,Weekday,237.33,0.03,0.0187,7.12,4.44,-2.68,Overproduction,False
2024-03-28,Early Breakfast,Weekday,1137.02,0.03,0.0204,34.11,23.2,-10.91,Expired Vegetables,False
2024-03-28,Late Breakfast,Weekday,1255.25,0.03,0.0444,37.66,55.73,18.07,UHC Expiration,False
2024-03-28,Lunch,Weekday,1235.68,0.03,0.0466,37.07,57.58,20.51,Overproduction,False
2024-03-28,Afternoon,Weekday,1099.97,0.03,0.0294,33.0,32.34,-0.66,Overproduction,False
2024-03-28,Dinner,Weekday,1289.69,0.03,0.0425,38.69,54.81,16.12,Expired Vegetables,False
2024-03-28,Late Night,Weekday,924.31,0.03,0.0208,27.73,19.23,-8.5,UHC Expiration,False
2024-03-28,Overnight,Weekday,869.55,0.03,0.0113,26.09,9.83,-16.26,Expired Vegetables,False
2024-03-29,Opening,Friday,333.77,0.03,0.0157,10.01,5.24,-4.77,UHC Expiration,False
2024-03-29,Early Breakfast,Friday,1202.84,0.03,0.0242,36.09,29.11,-6.98,UHC Expiration,False
2024-03-29,Late Breakfast,Friday,1774.28,0.03,0.0388,53.23,68.84,15.61,UHC Expiration,False
2024-03-29,Lunch,Friday,1881.62,0.03,0.054,56.45,101.61,45.16,UHC Expiration,True
2024-03-29,Afternoon,Friday,1744.74,0.03,0.0186,52.34,32.45,-19.89,Expired Vegetables,False
2024-03-29,Dinner,Friday,2233.61,0.03,0.056,67.01,125.08,58.07,UHC Expiration,True
2024-03-29,Late Night,Friday,1338.17,0.03,0.0278,40.15,37.2,-2.95,Wrong Order,False
2024-03-29,Overnight,Friday,945.81,0.03,0.017,28.37,16.08,-12.29,Dropped Food,False
2024-03-30,Opening,Weekend,426.82,0.03,0.0138,12.8,5.89,-6.91,Overproduction,False
2024-03-30,Early Breakfast,Weekend,1524.05,0.03,0.0267,45.72,40.69,-5.03,Expired Vegetables,False
2024-03-30,Late Breakfast,Weekend,2171.3,0.03,0.036,65.14,78.17,13.03,Wrong Order,False
2024-03-30,Lunch,Weekend,2575.42,0.03,0.047,77.26,121.04,43.78,Expired Vegetables,False
2024-03-30,Afternoon,Weekend,2437.77,0.03,0.0194,73.13,47.29,-25.84,Expired Vegetables,False
2024-03-30,Dinner,Weekend,2577.35,0.03,0.057,77.32,146.91,69.59,Dropped Food,True
2024-03-30,Late Night,Weekend,1426.03,0.03,0.0298,42.78,42.5,-0.28,UHC Expiration,False
2024-03-30,Overnight,Weekend,1101.59,0.03,0.0179,33.05,19.72,-13.33,Overproduction,False
2024-03-31,Opening,Weekend,349.49,0.03,0.0115,10.48,4.02,-6.46,Expired Vegetables,False
2024-03-31,Early Breakfast,Weekend,1343.42,0.03,0.0306,40.3,41.11,0.81,UHC Expiration,False
2024-03-31,Late Breakfast,Weekend,2037.59,0.03,0.0318,61.13,64.8,3.67,UHC Expiration,False
2024-03-31,Lunch,Weekend,2195.58,0.03,0.047,65.87,103.19,37.32,Expired Vegetables,False
2024-03-31,Afternoon,Weekend,2307.36,0.03,0.0274,69.22,63.22,-6.0,Overproduction,False
2024-03-31,Dinner,Weekend,2275.47,0.03,0.0584,68.26,132.89,64.63,Dropped Food,True
2024-03-31,Late Night,Weekend,1363.34,0.03,0.0276,40.9,37.63,-3.27,Dropped Food,False
2024-03-31,Overnight,Weekend,1231.31,0.03,0.0156,36.94,19.21,-17.73,UHC Expiration,False
2024-04-01,Opening,Weekday,217.25,0.03,0.0151,6.52,3.28,-3.24,Overproduction,False
2024-04-01,Early Breakfast,Weekday,1086.39,0.03,0.0281,32.59,30.53,-2.06,Dropped Food,False
2024-04-01,Late Breakfast,Weekday,1121.15,0.03,0.0376,33.63,42.16,8.53,Overproduction,False
2024-04-01,Lunch,Weekday,1315.42,0.03,0.049,39.46,64.46,25.0,Overproduction,False
2024-04-01,Afternoon,Weekday,1040.75,0.03,0.0155,31.22,16.13,-15.09,Overproduction,False
2024-04-01,Dinner,Weekday,1259.32,0.03,0.0446,37.78,56.17,18.39,Overproduction,False
2024-04-01,Late Night,Weekday,860.73,0.03,0.0213,25.82,18.33,-7.49,UHC Expiration,False
2024-04-01,Overnight,Weekday,820.27,0.03,0.0121,24.61,9.93,-14.68,UHC Expiration,False
2024-04-02,Opening,Weekday,230.46,0.03,0.0128,6.91,2.95,-3.96,Overproduction,False
2024-04-02,Early Breakfast,Weekday,1112.5,0.03,0.0257,33.38,28.59,-4.79,Dropped Food,False
2024-04-02,Late Breakfast,Weekday,1306.62,0.03,0.0381,39.2,49.78,10.58,UHC Expiration,False
2024-04-02,Lunch,Weekday,1152.15,0.03,0.0471,34.56,54.27,19.71,Overproduction,False
2024-04-02,Afternoon,Weekday,1062.89,0.03,0.0235,31.89,24.98,-6.91,Expired Vegetables,False
2024-04-02,Dinner,Weekday,1187.93,0.03,0.0548,35.64,65.1,29.46,UHC Expiration,True
2024-04-02,Late Night,Weekday,984.15,0.03,0.0278,29.52,27.36,-2.16,Wrong Order,False
2024-04-02,Overnight,Weekday,685.07,0.03,0.0186,20.55,12.74,-7.81,UHC Expiration,False
2024-04-03,Opening,Weekday,259.87,0.03,0.0138,7.8,3.59,-4.21,Overproduction,False
2024-04-03,Early Breakfast,Weekday,1233.26,0.03,0.0221,37.0,27.26,-9.74,UHC Expiration,False
2024-04-03,Late Breakfast,Weekday,1217.32,0.03,0.0358,36.52,43.58,7.06,Expired Vegetables,False
2024-04-03,Lunch,Weekday,1374.52,0.03,0.0547,41.24,75.19,33.95,UHC Expiration,True
2024-04-03,Afternoon,Weekday,1110.96,0.03,0.013,33.33,14.44,-18.89,Expired Vegetables,False
2024-04-03,Dinner,Weekday,1209.77,0.03,0.0549,36.29,66.42,30.13,Wrong Order,True
2024-04-03,Late Night,Weekday,915.5,0.03,0.0376,27.46,34.42,6.96,UHC Expiration,False
2024-04-03,Overnight,Weekday,826.98,0.03,0.0128,24.81,10.59,-14.22,Overproduction,False
2024-04-04,Opening,Weekday,273.65,0.03,0.017,8.21,4.65,-3.56,Expired Vegetables,False
2024-04-04,Early Breakfast,Weekday,1290.0,0.03,0.0227,38.7,29.28,-9.42,UHC Expiration,False
2024-04-04,Late Breakfast,Weekday,1427.76,0.03,0.049,42.83,69.96,27.13,Overproduction,False
2024-04-04,Lunch,Weekday,1347.7,0.03,0.0441,40.43,59.43,19.0,Delivery Driver No Show:,False
2024-04-04,Afternoon,Weekday,1037.21,0.03,0.0122,31.12,12.65,-18.47,Expired Vegetables,False
2024-04-04,Dinner,Weekday,1319.19,0.03,0.0599,39.58,79.02,39.44,Wrong Order,True
2024-04-04,Late Night,Weekday,962.06,0.03,0.0291,28.86,28.0,-0.86,UHC Expiration,False
2024-04-04,Overnight,Weekday,785.61,0.03,0.0102,23.57,8.01,-15.56,Wrong Order,False
2024-04-05,Opening,Friday,355.77,0.03,0.0183,10.67,6.51,-4.16,Overproduction,False
2024-04-05,Early Breakfast,Friday,1455.55,0.03,0.0256,43.67,37.26,-6.41,Overproduction,False
2024-04-05,Late Breakfast,Friday,1580.17,0.03,0.049,47.41,77.43,30.02,Overproduction,False
2024-04-05,Lunch,Friday,1910.25,0.03,0.0402,57.31,76.79,19.48,UHC Expiration,False
2024-04-05,Afternoon,Friday,1783.91,0.03,0.0153,53.52,27.29,-26.23,UHC Expiration,False
2024-04-05,Dinner,Friday,2053.32,0.03,0.0574,61.6,117.86,56.26,UHC Expiration,True
2024-04-05,Late Night,Friday,1342.83,0.03,0.0263,40.28,35.32,-4.96,Overproduction,False
2024-04-05,Overnight,Friday,923.21,0.03,0.0131,27.7,12.09,-15.61,Overproduction,False
2024-04-06,Opening,Weekend,370.18,0.03,0.0136,11.11,5.03,-6.08,Wrong Order,False
2024-04-06,Early Breakfast,Weekend,1594.37,0.03,0.0263,47.83,41.93,-5.9,Wrong Order,False
2024-04-06,Late Breakfast,Weekend,1992.42,0.03,0.0445,59.77,88.66,28.89,UHC Expiration,False
2024-04-06,Lunch,Weekend,2738.66,0.03,0.0486,82.16,133.1,50.94,UHC Expiration,False
2024-04-06,Afternoon,Weekend,2431.09,0.03,0.0156,72.93,37.93,-35.0,UHC Expiration,False
2024-04-06,Dinner,Weekend,2301.72,0.03,0.0424,69.05,97.59,28.54,Overproduction,False
2024-04-06,Late Night,Weekend,1572.17,0.03,0.0324,47.17,50.94,3.77,Expired Vegetables,False
2024-04-06,Overnight,Weekend,1187.03,0.03,0.0155,35.61,18.4,-17.21,Overproduction,False
2024-04-07,Opening,Weekend,430.22,0.03,0.0157,12.91,6.75,-6.16,Overproduction,False
2024-04-07,Early Breakfast,Weekend,1606.64,0.03,0.0329,48.2,52.86,4.66,Delivery Driver No Show:,False
2024-04-07,Late Breakfast,Weekend,2063.42,0.03,0.0433,61.9,89.35,27.45,Expired Vegetables,False
2024-04-07,Lunch,Weekend,2370.71,0.03,0.0504,71.12,119.48,48.36,UHC Expiration,True
2024-04-07,Afternoon,Weekend,2291.07,0.03,0.0299,68.73,68.5,-0.23,Wrong Order,False
2024-04-07,Dinner,Weekend,2577.82,0.03,0.0502,77.33,129.41,52.08,Expired Vegetables,True
2024-04-07,Late Night,Weekend,1590.24,0.03,0.0331,47.71,52.64,4.93,Dropped Food,False
2024-04-07,Overnight,Weekend,1109.82,0.03,0.0115,33.29,12.76,-20.53,Overproduction,False
2024-04-08,Opening,Weekday,252.1,0.03,0.012,7.56,3.03,-4.53,Expired Vegetables,False
2024-04-08,Early Breakfast,Weekday,1229.95,0.03,0.0399,36.9,49.08,12.18,Overproduction,False
2024-04-08,Late Breakfast,Weekday,1396.44,0.03,0.0459,41.89,64.1,22.21,UHC Expiration,False
2024-04-08,Lunch,Weekday,1417.77,0.03,0.0449,42.53,63.66,21.13,Expired Vegetables,False
2024-04-08,Afternoon,Weekday,1158.46,0.03,0.0244,34.75,28.27,-6.48,Overproduction,False
2024-04-08,Dinner,Weekday,1309.83,0.03,0.0569,39.29,74.53,35.24,Expired Vegetables,True
2024-04-08,Late Night,Weekday,923.27,0.03,0.0377,27.7,34.81,7.11,UHC Expiration,False
2024-04-08,Overnight,Weekday,873.07,0.03,0.0188,26.19,16.41,-9.78,Overproduction,False
2024-04-09,Opening,Weekday,242.8,0.03,0.0147,7.28,3.57,-3.71,UHC Expiration,False
2024-04-09,Early Breakfast,Weekday,1215.89,0.03,0.0265,36.48,32.22,-4.26,UHC Expiration,False
2024-04-09,Late Breakfast,Weekday,1280.69,0.03,0.0441,38.42,56.48,18.06,UHC Expiration,False
2024-04-09,Lunch,Weekday,1353.94,0.03,0.056,40.62,75.82,35.2,UHC Expiration,True
2024-04-09,Afternoon,Weekday,969.6,0.03,0.0251,29.09,24.34,-4.75,Overproduction,False
2024-04-09,Dinner,Weekday,1182.09,0.03,0.0446,35.46,52.72,17.26,Delivery Driver No Show:,False
2024-04-09,Late Night,Weekday,904.89,0.03,0.0213,27.15,19.27,-7.88,Expired Vegetables,False
2024-04-09,Overnight,Weekday,835.9,0.03,0.0132,25.08,11.03,-14.05,UHC Expiration,False
2024-04-10,Opening,Weekday,242.29,0.03,0.014,7.27,3.39,-3.88,Overproduction,False
2024-04-10,Early Breakfast,Weekday,1164.74,0.03,0.0351,34.94,40.88,5.94,UHC Expiration,False
2024-04-10,Late Breakfast,Weekday,1352.35,0.03,0.0456,40.57,61.67,21.1,Overproduction,False
2024-04-10,Lunch,Weekday,1307.01,0.03,0.0446,39.21,58.29,19.08,Overproduction,False
2024-04-10,Afternoon,Weekday,1065.04,0.03,0.0201,31.95,21.41,-10.54,Wrong Order,False
2024-04-10,Dinner,Weekday,1326.97,0.03,0.06,39.81,79.62,39.81,UHC Expiration,True
2024-04-10,Late Night,Weekday,972.24,0.03,0.0319,29.17,31.01,1.84,UHC Expiration,False
2024-04-10,Overnight,Weekday,816.04,0.03,0.0133,24.48,10.85,-13.63,Delivery Driver No Show:,False
2024-04-11,Opening,Weekday,270.33,0.03,0.0102,8.11,2.76,-5.35,Expired Vegetables,False
2024-04-11,Early Breakfast,Weekday,1116.96,0.03,0.0356,33.51,39.76,6.25,UHC Expiration,False
2024-04-11,Late Breakfast,Weekday,1382.86,0.03,0.0435,41.49,60.15,18.66,UHC Expiration,False
2024-04-11,Lunch,Weekday,1222.67,0.03,0.0591,36.68,72.26,35.58,UHC Expiration,True
2024-04-11,Afternoon,Weekday,1136.13,0.03,0.0181,34.08,20.56,-13.52,UHC Expiration,False
2024-04-11,Dinner,Weekday,1309.85,0.03,0.0578,39.3,75.71,36.41,UHC Expiration,True
2024-04-11,Late Night,Weekday,1030.0,0.03,0.0227,30.9,23.38,-7.52,Expired Vegetables,False
2024-04-11,Overnight,Weekday,832.47,0.03,0.0153,24.97,12.74,-12.23,UHC Expiration,False
2024-04-12,Opening,Friday,344.59,0.03,0.0164,10.34,5.65,-4.69,UHC Expiration,False
2024-04-12,Early Breakfast,Friday,1433.43,0.03,0.0348,43.0,49.88,6.88,Expired Vegetables,False
2024-04-12,Late Breakfast,Friday,1599.95,0.03,0.0342,48.0,54.72,6.72,UHC Expiration,False
2024-04-12,Lunch,Friday,1958.36,0.03,0.0506,58.75,99.09,40.34,UHC Expiration,True
2024-04-12,Afternoon,Friday,1794.98,0.03,0.0136,53.85,24.41,-29.44,Overproduction,False
2024-04-12,Dinner,Friday,2193.04,0.03,0.0569,65.79,124.78,58.99,Overproduction,True
2024-04-12,Late Night,Friday,1407.89,0.03,0.029,42.24,40.83,-1.41,Expired Vegetables,False
2024-04-12,Overnight,Friday,991.25,0.03,0.0171,29.74,16.95,-12.79,Expired Vegetables,False
2024-04-13,Opening,Weekend,410.49,0.03,0.0198,12.31,8.13,-4.18,UHC Expiration,False
2024-04-13,Early Breakfast,Weekend,1586.27,0.03,0.02,47.59,31.73,-15.86,Wrong Order,False
2024-04-13,Late Breakfast,Weekend,1856.52,0.03,0.0449,55.7,83.36,27.66,Expired Vegetables,False
2024-04-13,Lunch,Weekend,2643.38,0.03,0.0468,79.3,123.71,44.41,Expired Vegetables,False
2024-04-13,Afternoon,Weekend,2716.77,0.03,0.0209,81.5,56.78,-24.72,Dropped Food,False
2024-04-13,Dinner,Weekend,2645.34,0.03,0.0457,79.36,120.89,41.53,Dropped Food,False
2024-04-13,Late Night,Weekend,1494.18,0.03,0.0335,44.83,50.06,5.23,Expired Vegetables,False
2024-04-13,Overnight,Weekend,1257.06,0.03,0.0149,37.71,18.73,-18.98,UHC Expiration,False
2024-04-14,Opening,Weekend,374.05,0.03,0.0174,11.22,6.51,-4.71,UHC Expiration,False
2024-04-14,Early Breakfast,Weekend,1375.27,0.03,0.029,41.26,39.88,-1.38,Expired Vegetables,False
2024-04-14,Late Breakfast,Weekend,1729.05,0.03,0.0333,51.87,57.58,5.71,UHC Expiration,False
2024-04-14,Lunch,Weekend,2375.78,0.03,0.0424,71.27,100.73,29.46,Expired Vegetables,False
2024-04-14,Afternoon,Weekend,2528.7,0.03,0.0244,75.86,61.7,-14.16,Dropped Food,False
2024-04-14,Dinner,Weekend,2383.97,0.03,0.0648,71.52,154.48,82.96,Overproduction,True
2024-04-14,Late Night,Weekend,1343.88,0.03,0.0283,40.32,38.03,-2.29,Overproduction,False
2024-04-14,Overnight,Weekend,1064.31,0.03,0.0158,31.93,16.82,-15.11,UHC Expiration,False
2024-04-15,Opening,Weekday,238.09,0.03,0.0189,7.14,4.5,-2.64,Dropped Food,False
2024-04-15,Early Breakfast,Weekday,1140.11,0.03,0.0332,34.2,37.85,3.65,Expired Vegetables,False
2024-04-15,Late Breakfast,Weekday,1311.82,0.03,0.0322,39.35,42.24,2.89,Dropped Food,False
2024-04-15,Lunch,Weekday,1130.96,0.03,0.0589,33.93,66.61,32.68,Overproduction,True
2024-04-15,Afternoon,Weekday,1051.56,0.03,0.0274,31.55,28.81,-2.74,UHC Expiration,False
2024-04-15,Dinner,Weekday,1117.66,0.03,0.058,33.53,64.82,31.29,Dropped Food,True
2024-04-15,Late Night,Weekday,1007.88,0.03,0.0387,30.24,39.0,8.76,Delivery Driver No Show:,False
2024-04-15,Overnight,Weekday,787.1,0.03,0.0138,23.61,10.86,-12.75,UHC Expiration,False
2024-04-16,Opening,Weekday,244.19,0.03,0.011,7.33,2.69,-4.64,Expired Vegetables,False
2024-04-16,Early Breakfast,Weekday,1310.81,0.03,0.0323,39.32,42.34,3.02,UHC Expiration,False
2024-04-16,Late Breakfast,Weekday,1397.6,0.03,0.0358,41.93,50.03,8.1,Overproduction,False
2024-04-16,Lunch,Weekday,1185.71,0.03,0.0561,35.57,66.52,30.95,UHC Expiration,True
2024-04-16,Afternoon,Weekday,1105.92,0.03,0.0261,33.18,28.86,-4.32,Overproduction,False
2024-04-16,Dinner,Weekday,1398.08,0.03,0.0429,41.94,59.98,18.04,UHC Expiration,False
2024-04-16,Late Night,Weekday,973.51,0.03,0.0204,29.21,19.86,-9.35,UHC Expiration,False
2024-04-16,Overnight,Weekday,816.98,0.03,0.0151,24.51,12.34,-12.17,UHC Expiration,False
2024-04-17,Opening,Weekday,233.09,0.03,0.0101,6.99,2.35,-4.64,Wrong Order,False
2024-04-17,Early Breakfast,Weekday,1297.97,0.03,0.0392,38.94,50.88,11.94,Overproduction,False
2024-04-17,Late Breakfast,Weekday,1198.29,0.03,0.0401,35.95,48.05,12.1,Dropped Food,False
2024-04-17,Lunch,Weekday,1188.82,0.03,0.0494,35.66,58.73,23.07,Overproduction,False
2024-04-17,Afternoon,Weekday,1191.93,0.03,0.024,35.76,28.61,-7.15,Dropped Food,False
2024-04-17,Dinner,Weekday,1349.85,0.03,0.0443,40.5,59.8,19.3,Wrong Order,False
2024-04-17,Late Night,Weekday,957.02,0.03,0.0217,28.71,20.77,-7.94,Overproduction,False
